,Upvotes
218894,24.0
191359,22.0
294385,15.0
26845,134.0
252068,120.0
58203,10.0
209272,18.0
7224,1.0
189530,2.0
155564,56.0
295234,2.0
18173,17.0
316101,608.0
316919,87.0
2923,1.0
249984,39.0
320732,6.0
14526,90.0
7788,102.0
253712,6.0
210737,141.0
213483,59.0
190555,22.0
192580,2278.0
146077,29.0
124447,3.0
151528,20.0
237091,80.0
297136,162.0
114249,3.0
21363,116.0
283433,342.0
263347,18.0
11423,1180.0
293826,4.0
143626,13.0
310000,98.0
188145,3.0
156009,542.0
168771,10.0
259276,113.0
189961,87.0
298054,32.0
104846,15.0
94832,9.0
91815,77.0
145024,641.0
263224,11.0
226709,26.0
255392,160.0
64650,767.0
235901,21.0
33727,636.0
258192,15.0
245542,1229.0
312618,49.0
60716,6.0
87878,259.0
126841,123.0
237310,15.0
238780,153.0
324719,13.0
116683,121.0
298682,33.0
74859,55.0
155163,45.0
275169,4.0
27142,2.0
123203,1.0
106239,34.0
47638,30.0
42001,72.0
17125,27.0
166807,16.0
79857,4.0
189038,48.0
215094,1.0
110943,2.0
320619,7.0
280882,51.0
242821,19.0
219097,13491.0
275659,3.0
65490,229.0
274707,18.0
162171,152.0
134193,9.0
279508,51.0
48153,35.0
295068,206.0
205674,4.0
154535,124.0
17818,6.0
76947,483.0
280984,1.0
31877,454.0
39454,1.0
245361,37.0
218881,7.0
235483,32.0
325561,12.0
43429,13.0
69974,61.0
206467,32.0
73010,427.0
15230,538.0
63436,112.0
27786,599.0
202131,24.0
249806,7.0
53695,20.0
22306,13.0
252394,23.0
230485,193.0
59264,302.0
81748,632.0
49502,103.0
40006,525.0
235364,116.0
35699,352.0
218610,5.0
73510,46.0
247199,0.0
217913,1.0
223729,41.0
10267,458.0
198224,23.0
225941,3.0
5647,8.0
19427,19.0
298860,1102.0
76453,49.0
115121,1092.0
34823,557.0
55185,108.0
302014,86.0
130307,1.0
80062,24.0
170818,1.0
40627,42.0
107882,44.0
284082,535.0
325550,22.0
279396,5.0
198999,6.0
71419,14.0
17282,4.0
171996,3.0
38358,26.0
298730,9.0
15459,3.0
87001,397.0
110090,1.0
253734,1.0
281408,53.0
205467,18.0
125135,61.0
291922,7.0
232030,26.0
320188,53.0
47504,2.0
42991,100.0
221716,23.0
179966,24.0
2296,450.0
78436,623.0
81895,3.0
293441,29.0
290344,45.0
288908,29.0
55125,7.0
233891,30.0
270547,2124.0
323966,10.0
193,1.0
211855,1.0
119518,34.0
40110,7.0
255794,254.0
149379,26.0
67042,9.0
78600,154.0
229727,7.0
245661,41.0
207893,18.0
181783,13.0
173358,191.0
99907,23.0
80270,6201.0
174545,703.0
99856,240.0
183865,27.0
11121,8.0
131365,38.0
103953,17.0
312324,117.0
237777,4.0
165240,20.0
294147,22.0
214580,3.0
74081,0.0
142556,20.0
16265,5.0
13770,13.0
297305,10.0
136082,3.0
252536,10.0
70604,85.0
287355,1.0
50768,228.0
244579,15.0
104788,58612.0
205988,18.0
325858,4.0
115821,12.0
192345,20.0
96977,22.0
273990,7.0
303881,39.0
23737,164.0
265000,0.0
175024,152.0
174189,3.0
326369,213.0
264897,35.0
212693,173.0
127564,2362.0
327724,26.0
298133,172.0
16869,87.0
216019,27.0
89277,178.0
286176,3.0
71855,8.0
80328,317.0
37769,220.0
202948,151.0
311791,5039.0
117131,0.0
232113,9.0
123381,119.0
256396,675.0
108660,25.0
321382,11.0
126695,5.0
69866,4.0
223584,159.0
20682,3.0
303036,5.0
85034,16.0
136119,18.0
157327,140.0
198733,59.0
274983,2.0
301339,155.0
260815,62.0
55257,31.0
128483,3.0
230141,3049.0
73606,46.0
183716,80.0
86688,2197.0
20717,11.0
138029,373.0
151588,988.0
29935,116.0
82788,3.0
11188,109.0
190416,0.0
156752,289.0
224440,1.0
82250,4.0
320083,309.0
187683,1.0
261819,0.0
52829,59.0
88715,12.0
3302,542.0
280055,2.0
235329,273.0
244083,2.0
270530,19.0
265118,263.0
264611,14.0
4377,157.0
84748,15165.0
250028,49.0
103422,2.0
159240,49.0
302762,36.0
262988,41.0
113075,291.0
98197,5.0
2477,3.0
170258,27.0
145851,1.0
120567,5.0
170232,16.0
124228,37.0
141069,112.0
150862,1.0
35224,101.0
30263,64.0
76780,4.0
136632,26.0
291081,43.0
323181,51.0
137443,5.0
232909,8.0
176297,4.0
186290,1.0
98921,5.0
212686,4.0
50470,55.0
264357,602.0
289693,49.0
207808,237.0
220070,46.0
260383,29.0
322001,5.0
289368,25.0
263986,20.0
296715,6.0
166271,8.0
148498,3.0
296116,16.0
294556,15.0
16088,24.0
171458,10.0
105127,23.0
176350,264.0
96846,338.0
229322,18.0
48013,1.0
214690,63.0
92297,2.0
64187,128.0
110185,129.0
5742,3.0
41076,5.0
126810,4.0
172877,5.0
129908,11.0
121248,32.0
113330,31.0
281323,2868.0
226674,8.0
124090,32.0
11671,75.0
226151,4.0
238879,442.0
264904,18.0
257784,6.0
9679,5.0
63633,1.0
232813,35.0
310235,528.0
140178,3441.0
293373,13.0
10774,0.0
283685,35.0
197852,421.0
210740,4.0
130036,64.0
322072,9.0
247117,103.0
234589,0.0
62383,10.0
141822,4.0
162766,48.0
319614,2231.0
103748,0.0
220215,4.0
37494,13.0
78114,90.0
69164,27.0
220106,38.0
238465,586.0
275745,10.0
83302,120.0
133102,2.0
94555,7.0
185622,394.0
205803,7.0
190834,6.0
109210,9.0
220615,4.0
12625,26.0
92249,423.0
122474,16.0
169236,37.0
152504,10.0
152286,9.0
284680,8.0
78575,14.0
97094,35.0
61472,86.0
299788,19.0
252126,37.0
219222,598.0
251121,64.0
185005,278.0
63730,3.0
325072,3.0
235749,0.0
203807,641.0
19953,9.0
66321,12.0
160336,1.0
19752,98.0
2964,33.0
5899,15.0
88572,55.0
67281,2096.0
259432,384.0
115357,107.0
103237,37.0
220423,10.0
20256,60.0
109234,54.0
158417,4.0
13958,7.0
249869,1.0
283222,24.0
263025,18.0
216975,155.0
135004,49.0
202028,8.0
253895,219.0
137710,27.0
202585,809.0
308106,23285.0
256675,4.0
59289,113.0
247142,2.0
20276,6.0
7702,5109.0
293196,242.0
172397,696.0
305554,16.0
164852,16.0
229628,182.0
30913,421.0
299717,20.0
77223,32.0
255001,49.0
166216,200.0
177186,9.0
141613,68.0
76807,26.0
160064,8.0
159499,6.0
217938,19.0
188484,45.0
253783,3.0
155304,61.0
40173,0.0
15046,2.0
143566,3.0
165269,63.0
66609,3.0
254728,243.0
39369,6.0
98471,34.0
25862,73.0
63375,2.0
100061,40.0
80433,24.0
58326,591.0
250119,8.0
314449,60.0
75302,392.0
267509,110.0
24207,19.0
314866,2.0
169696,6934.0
42742,86.0
231296,213.0
152495,97.0
296302,20.0
254833,25.0
42070,24.0
184357,10.0
10518,12.0
13057,14.0
315394,112.0
39089,62.0
240406,70.0
71604,29.0
130340,42.0
242578,359.0
252951,116.0
243728,7.0
16590,12.0
298858,9.0
52415,524.0
162821,48.0
18942,116.0
17848,2.0
166976,19.0
195172,6.0
252333,231.0
95297,10.0
8669,459.0
303816,10.0
236991,5.0
42907,6.0
285794,3.0
220346,42.0
91769,10.0
51871,16.0
235675,261.0
178454,34.0
24903,50.0
210508,40.0
252403,255.0
65081,23.0
281217,464.0
88205,752.0
66465,7.0
95677,238.0
180415,47.0
278028,32.0
297175,154.0
314976,20.0
221231,45.0
145682,43.0
222178,1.0
108042,13.0
184465,15.0
121501,29.0
275204,6.0
102876,20.0
269082,186.0
317040,47.0
241849,344.0
20390,82.0
78788,269.0
107756,3742.0
191389,1.0
219956,47.0
153628,53.0
63886,12.0
9110,145.0
197787,14.0
147987,4.0
156207,7.0
28623,16.0
187114,28.0
65909,34.0
108291,8.0
282080,10.0
193722,283.0
275450,86.0
231207,23.0
159187,100.0
260240,3.0
156918,365.0
208289,728.0
183167,26.0
229336,121.0
18449,1778.0
215901,3.0
73994,192.0
248419,1.0
227982,35.0
315732,145.0
123201,424.0
137908,0.0
10886,1127.0
187564,7.0
175258,13.0
24529,260.0
182027,20.0
274515,89.0
197922,3.0
103830,5.0
208956,18.0
68912,17.0
94009,6.0
259053,14.0
40449,3.0
70081,197.0
114074,10.0
173006,22796.0
238502,260.0
294171,4.0
4957,14.0
107641,47.0
294768,2.0
128721,85.0
213794,8366.0
213559,1123.0
259278,11.0
36161,53.0
111910,3.0
2112,388.0
25151,219.0
146205,37.0
110276,549.0
299871,32.0
126710,20.0
255912,67.0
6479,9.0
301821,1.0
208631,21.0
30968,208.0
214949,4.0
306308,38.0
317764,122.0
251710,68.0
271292,58.0
211446,9.0
195182,2.0
301146,12.0
81225,51.0
234962,12.0
324137,138.0
33550,58.0
246969,41.0
65309,39.0
7755,181.0
76151,503.0
12025,24.0
190792,2.0
92218,106.0
105638,454.0
101438,29.0
324856,20.0
24070,364.0
322922,197.0
219910,483.0
290872,64.0
54532,18.0
151038,8.0
116725,16.0
216626,17.0
136260,7.0
82291,11.0
93922,9.0
178552,46.0
43979,71.0
61779,1.0
294864,13.0
35880,50.0
284467,6.0
89808,20.0
285187,144.0
224919,4.0
162470,885.0
198785,18.0
158922,106.0
49595,223.0
16938,7.0
105853,25.0
86032,133.0
305999,20.0
295238,265.0
309818,7.0
53523,206.0
25766,37.0
275344,157.0
128024,28.0
245486,89.0
49414,37.0
11655,26.0
320340,87.0
320906,19.0
54696,1.0
182050,23.0
281743,23.0
113961,7.0
114540,25.0
284248,0.0
295759,47.0
142733,16.0
198603,79.0
272778,18.0
174769,29.0
82614,5.0
42752,1.0
210626,82.0
43572,26.0
249523,3.0
66980,19.0
280581,1118.0
141864,19.0
118874,12.0
23741,23.0
250810,17.0
43011,37.0
41309,70.0
243478,71.0
285256,309.0
202482,847.0
267150,4.0
44512,6485.0
150255,192.0
158323,69.0
264522,143.0
49275,11.0
285910,19.0
115098,32.0
161790,109.0
95287,14.0
121535,4.0
20633,139.0
316508,20.0
317744,56.0
48376,6.0
147290,7.0
263987,5.0
85548,7.0
99941,63.0
96172,2.0
67130,36.0
62056,4.0
298723,41.0
78364,122.0
55949,7.0
186519,4.0
252706,8.0
244529,23.0
156004,23.0
277009,50.0
143409,178.0
262717,174.0
220631,13.0
258103,45.0
124242,29.0
119327,2.0
240354,5.0
17015,1210.0
307496,2.0
228520,15.0
187686,5.0
172933,1.0
189049,36.0
298154,162.0
40626,165.0
134280,98.0
306989,9.0
53572,3.0
319210,11.0
307002,3.0
161949,11.0
315260,117.0
85209,78.0
205239,3.0
71983,11.0
64710,5.0
255307,373.0
118499,0.0
315697,79.0
87090,69.0
31368,4.0
24321,11.0
58719,81.0
243798,53.0
318707,50.0
305041,1.0
122381,209.0
250986,177.0
136544,8.0
139248,1.0
95885,12.0
159549,13.0
228394,13.0
31790,369.0
277763,70.0
128477,12.0
60412,10278.0
190346,306.0
294118,7.0
24812,83.0
74519,0.0
261173,14.0
9538,9.0
327305,7.0
263634,82.0
240032,2.0
228596,1.0
155080,136.0
220058,148.0
21262,335.0
136933,68.0
169789,91.0
101357,193.0
300095,74.0
15261,153.0
284437,22.0
87439,41.0
127734,23.0
110225,15.0
183711,18.0
271383,61.0
212506,41.0
321620,2806.0
162308,19.0
241898,0.0
210789,19.0
293614,99.0
145623,170.0
97082,3351.0
299381,17.0
96335,22.0
4757,8.0
113852,18.0
62662,572.0
320697,3.0
217079,31.0
47991,1115.0
99157,0.0
155128,102.0
294801,7.0
310331,163.0
222394,18.0
97578,15.0
140846,355.0
5346,9.0
25880,1366.0
329080,22472.0
79986,4.0
233765,0.0
148135,23.0
308650,209.0
314532,3.0
80460,57.0
53741,2096.0
74761,2923.0
57832,43.0
297934,15.0
194377,1.0
26163,5.0
127245,60.0
257833,78.0
14880,38.0
19207,54.0
241230,856.0
282890,156.0
302163,38.0
184741,7.0
211424,1.0
305795,7.0
213603,4.0
93658,153.0
320493,20.0
52688,7695.0
279038,138.0
258245,1.0
196690,18.0
188010,1119.0
272641,51.0
128367,9.0
60233,75.0
167737,15.0
281960,51.0
180302,7.0
89524,6.0
60502,5.0
12378,11.0
98541,5.0
229441,5.0
259178,51.0
161276,10340.0
37943,6.0
89975,1.0
2761,949.0
203834,8.0
40392,112.0
268192,36.0
97912,48.0
278393,101.0
201786,2.0
37801,789.0
299678,667.0
218394,3.0
151009,19.0
122792,25.0
218030,72.0
231548,26.0
89981,2.0
300704,151.0
55269,664.0
101819,100.0
250585,10.0
24887,3.0
37957,1.0
207692,18.0
28261,44.0
135212,6.0
308263,14.0
114985,214.0
250821,79.0
283417,33.0
311500,51.0
44751,650.0
64417,14.0
281308,5.0
122708,67.0
49458,30.0
251192,5.0
296762,34.0
12591,16.0
118317,1.0
304351,101.0
82287,16.0
247522,12.0
142621,247.0
285751,203.0
110694,3545.0
122338,17.0
87621,0.0
281199,23.0
29949,15.0
17923,22.0
163499,60.0
33191,28.0
307828,7.0
154849,43.0
212657,758.0
56791,2.0
16414,46.0
11183,14.0
83107,105.0
132015,384.0
112097,143.0
206029,18.0
272463,198.0
17639,406.0
82884,33.0
82399,9.0
63074,6.0
26961,4.0
142079,48.0
195860,15.0
249812,6.0
268770,50.0
17440,1.0
102376,5.0
95657,31.0
206146,70.0
67870,7.0
231095,51.0
288375,116.0
43837,186.0
327793,60.0
244841,501.0
35049,12.0
214648,63.0
51801,102.0
103187,35.0
168960,15.0
175694,5.0
304006,76.0
165616,0.0
250664,42.0
206609,111.0
68336,12.0
298037,15.0
108794,149.0
100822,3.0
192299,16.0
234664,102.0
182925,10.0
48620,25.0
69276,1.0
277256,36.0
249998,5.0
141169,14.0
51759,94.0
111962,349.0
61864,947.0
21117,2041.0
289865,13.0
225078,87.0
177248,79.0
92676,66.0
163546,56.0
90383,16.0
245479,11.0
198456,10.0
127229,0.0
86462,150.0
79835,906.0
251008,199.0
309606,224.0
32903,11.0
268146,8.0
316522,28.0
20944,1.0
301486,295.0
127690,0.0
314055,127.0
242751,73.0
7496,4.0
209599,140.0
114696,41.0
222881,32.0
55899,9.0
182967,5.0
228886,15.0
47518,2498.0
2049,30.0
150696,61.0
258209,108.0
318679,1.0
230547,0.0
270552,149.0
135194,3.0
170010,17.0
142918,329.0
84383,8.0
242340,3.0
159070,5.0
134334,10.0
65328,19.0
262216,39.0
253753,27.0
29238,31.0
22702,41.0
18593,6.0
102659,49.0
194358,67.0
221294,5.0
114482,23.0
154703,4.0
242169,66.0
320115,5.0
272122,959.0
115950,52.0
82832,8.0
239267,13.0
258584,4.0
256455,8.0
275774,181.0
185352,6.0
182428,112.0
104837,0.0
171580,4.0
51249,1.0
79707,38.0
43216,1141.0
313402,33.0
240387,9.0
326892,4.0
302335,15.0
322092,10.0
17550,23.0
89721,57.0
149055,66.0
50467,346.0
124583,77.0
8193,30.0
172894,35.0
239178,4.0
198331,13.0
303632,19.0
295430,1.0
37571,167.0
99100,2821.0
201823,427.0
79019,1.0
289910,509.0
61985,160.0
258029,3.0
166284,28.0
211809,79.0
243724,4.0
251030,18.0
44123,14.0
288055,5.0
323649,135.0
136715,5.0
144919,21.0
234516,17.0
3206,54.0
245387,215.0
40435,10.0
27929,17.0
86370,82.0
186471,54.0
268273,6.0
247950,21.0
36251,84.0
163390,190.0
115662,2.0
213116,329.0
85959,16.0
243704,712.0
72758,36.0
1303,6.0
35276,61.0
90983,1.0
61066,108.0
320126,73.0
264840,89.0
192839,140.0
70826,3.0
313182,480.0
247006,529.0
76072,159.0
40590,35.0
299911,728.0
216160,15.0
99395,1.0
103356,5.0
155110,47.0
98968,14.0
85247,26.0
252156,11.0
110579,0.0
252158,2.0
96689,54.0
303442,5.0
165387,9.0
169114,362.0
58886,28.0
107591,631.0
314865,6.0
55633,7.0
144432,226.0
29153,50.0
306495,87.0
105723,0.0
268369,66.0
217428,1.0
211063,96.0
217710,91.0
290777,6.0
97642,46.0
104038,759.0
21394,10.0
181950,221.0
240545,8.0
92562,18.0
73831,27.0
232606,33.0
115307,50.0
242193,3.0
321766,16.0
276094,37.0
246162,27.0
64709,103018.0
52533,25.0
267711,118.0
198878,39.0
226931,20.0
47165,17.0
45823,3.0
213257,1.0
12599,17.0
72881,125.0
296659,13.0
5391,3.0
36191,0.0
78673,19447.0
324821,36.0
284235,60.0
261118,5.0
311319,110.0
310184,19.0
118639,85.0
267911,8.0
83295,1225.0
92850,12.0
282218,243.0
325740,0.0
304118,4.0
99622,111.0
45847,32.0
264648,63.0
168742,584.0
197741,19.0
83128,201.0
201949,4.0
318554,36.0
124288,190.0
112846,10.0
291545,4551.0
68106,14.0
173969,27.0
191696,528.0
224483,4.0
227697,2.0
272242,4.0
177017,590.0
82567,75.0
164147,3.0
204185,11.0
15020,40.0
326619,23.0
274498,7.0
133346,2.0
134704,79.0
101651,2834.0
216664,17.0
124918,8.0
220612,514.0
11514,23.0
81567,22.0
203484,53.0
114229,4492.0
210419,27.0
263113,31.0
43342,21.0
120602,5.0
22438,1362.0
303701,237.0
168525,9.0
136125,12.0
283326,94.0
289522,108.0
122892,57.0
83020,166.0
125101,86.0
9614,1067.0
27286,125.0
191633,7.0
16406,15.0
242447,2.0
307721,8.0
102900,40.0
62255,8.0
43877,9.0
122582,31.0
193977,1.0
208380,9.0
78804,10.0
65886,7.0
303646,81.0
107103,92.0
241718,87.0
190037,109.0
23837,1.0
297036,1305.0
85942,1.0
79558,2.0
90685,17.0
194486,85.0
73534,932.0
271877,156.0
131245,398.0
21867,29.0
266823,1482.0
324939,4079.0
235132,1852.0
153189,9.0
289627,103.0
276441,1589.0
312944,82.0
14956,257.0
180343,12.0
168860,237.0
71482,3.0
210734,26.0
106621,5.0
121045,59.0
141612,6.0
324700,90.0
314219,78.0
213919,20.0
85894,47.0
203119,105.0
186507,1.0
202483,817.0
296321,516.0
103726,161.0
243125,88.0
110295,34.0
163599,11.0
160634,2.0
201804,8.0
40992,112.0
208085,2.0
251641,17.0
30931,40.0
205325,9.0
236955,77.0
240487,93.0
79223,18.0
191984,13.0
317532,16.0
37783,85.0
127679,3.0
125691,5.0
160299,19.0
129060,27.0
152152,23.0
54665,102.0
328250,348.0
119022,62.0
247677,97.0
23850,8.0
9812,25.0
24218,19.0
89885,9.0
271369,203.0
315643,231.0
229684,4.0
65749,26.0
257656,844.0
298797,106.0
217163,47.0
133856,336.0
98026,39.0
272709,396.0
236090,33.0
124387,27.0
21649,6.0
136797,114.0
302194,37.0
46386,703.0
50024,220.0
230156,458.0
218773,33.0
249264,4.0
238578,10.0
251773,71.0
137917,2.0
24748,17.0
207097,24.0
118604,1382.0
18728,49.0
228376,65.0
154689,9.0
101347,1.0
64393,21.0
13991,170.0
21762,5.0
156935,91.0
284565,127.0
241828,3.0
92648,12.0
28255,42.0
107564,41.0
140373,56.0
58915,0.0
242365,23.0
95193,3.0
91353,4.0
234720,1.0
123444,13.0
311553,4.0
292511,302.0
234997,5.0
262637,4.0
125588,215.0
309431,839.0
19976,289.0
314550,1451.0
60113,3513.0
116521,23.0
87609,6.0
145367,6.0
103011,14.0
298235,626.0
265803,1.0
258751,15.0
179886,3301.0
238458,10.0
187479,1.0
268157,115.0
239398,7775.0
117213,3.0
91088,416.0
285682,32.0
278728,33.0
27147,8.0
189000,7.0
83296,1.0
233331,910.0
67247,7.0
153556,21.0
61170,4.0
235882,1.0
33109,112.0
292284,67.0
295392,56.0
223692,30.0
255435,43.0
160877,450.0
302964,3.0
317218,26.0
182706,15.0
197152,6421.0
2716,3.0
159571,127.0
295157,3.0
137528,2.0
85955,93.0
324407,7.0
205086,23.0
197212,6.0
301727,1004.0
75897,5.0
191236,8.0
175631,18.0
49535,6.0
73731,5.0
51443,39.0
53434,35.0
188627,4.0
285690,4.0
188223,68.0
292786,21.0
131910,368.0
170331,1.0
307594,168.0
229862,3.0
26645,21.0
60770,355.0
71930,3.0
65966,6.0
185091,87.0
33179,18.0
97178,156.0
48560,71.0
295087,51.0
295085,465.0
260229,12.0
257757,30.0
115907,32.0
308219,6.0
203329,1582.0
215013,70.0
169413,11.0
168987,1.0
285375,1.0
203798,477.0
189211,13.0
246456,2.0
125401,12.0
325121,6.0
224703,28.0
31272,4.0
269389,13.0
197221,3491.0
231739,52.0
237039,903.0
308836,55.0
260093,16.0
220216,2.0
52340,1.0
51613,9.0
248617,2.0
119086,81.0
326840,46.0
219545,11.0
320876,9.0
56887,2.0
30750,10.0
76837,29.0
118111,99.0
110101,53.0
110708,182.0
192293,25.0
182934,9351.0
97143,110.0
264232,1.0
94416,1460.0
8927,42.0
168933,2.0
29468,2931.0
94387,2.0
219930,19.0
253186,3.0
152921,2871.0
291229,58.0
322247,28.0
26502,18.0
190838,51.0
318106,27.0
231030,51.0
297337,191.0
102442,3.0
205985,800.0
318248,6.0
159697,3.0
312139,34.0
50266,1273.0
84118,826.0
300306,3.0
250021,4.0
90033,84.0
45105,2.0
251020,4.0
114751,23.0
175297,11.0
27755,10.0
104798,319.0
13771,205.0
48276,166.0
246954,19.0
43233,2285.0
36173,18.0
55232,535.0
172110,176.0
281335,67.0
295323,78.0
183216,89.0
16258,17.0
159045,1.0
60466,11.0
249917,113.0
294638,3.0
191450,39.0
189990,64.0
111303,280.0
126751,42.0
131109,286.0
130024,76.0
210093,2.0
320862,37.0
305337,3.0
196821,84.0
229566,3.0
160048,6.0
215733,53.0
248883,203.0
41713,208.0
246899,35.0
150301,16.0
318921,25.0
259405,3.0
152161,35.0
74231,44.0
145943,3.0
48920,512.0
135394,156.0
94140,13.0
259942,1003.0
50064,44.0
329004,35.0
67111,1092.0
136932,14.0
324555,1895.0
236220,2.0
75534,7.0
147286,12.0
278307,9.0
329439,10.0
305417,11.0
267359,7.0
214643,115.0
115522,26.0
89539,8.0
293018,6.0
312397,175.0
107971,0.0
157517,90.0
10195,4.0
294071,9.0
99513,4.0
52427,12.0
148438,5.0
229806,57.0
194717,1.0
293722,51.0
186689,7752.0
40555,150.0
64069,84.0
326963,42.0
161639,97.0
153552,8.0
257191,13.0
9616,24.0
296045,16.0
227856,113.0
225397,14.0
59487,3.0
294519,69.0
124487,11.0
289491,6.0
280789,2675.0
222757,44.0
87049,690.0
180773,135.0
212793,30.0
107910,13.0
137179,11.0
217049,117.0
79316,439.0
267370,10.0
10385,15.0
63123,55.0
271133,6.0
90305,738.0
256474,67.0
205945,3134.0
323878,24.0
268509,8405.0
272663,68.0
108609,6.0
185342,34.0
179667,967.0
8933,530.0
61210,2.0
64173,358.0
297111,10.0
176636,11.0
240176,23.0
258391,149.0
153729,27.0
167308,1016.0
117575,65.0
14129,6.0
205295,636.0
242434,61.0
137747,30.0
242012,6.0
108529,43.0
138359,5.0
288290,14.0
57714,4.0
95311,21.0
10569,3.0
203147,231.0
32062,8.0
280272,12.0
24405,246.0
44458,3.0
186754,5.0
83158,15.0
60926,7.0
146503,251.0
121201,2.0
327604,579.0
1123,3.0
33259,79.0
15779,41.0
116018,119.0
28331,382.0
246618,66.0
185892,4.0
143227,1.0
63834,19.0
88700,57.0
53466,1.0
9597,1.0
226780,11.0
34908,6.0
268107,82.0
318909,60.0
107347,20.0
97001,6.0
38739,13.0
144626,3.0
93722,141.0
19053,27.0
302489,17.0
42027,149.0
265623,5708.0
287886,329.0
72534,1.0
132824,19.0
91633,292.0
173814,5.0
163637,107.0
211912,314.0
76734,4.0
225482,61.0
30285,110.0
162887,6.0
190998,790.0
83593,51.0
197462,2.0
107579,534.0
133908,120.0
101459,179.0
163561,21.0
292413,4.0
323711,43.0
185502,44.0
14194,10.0
86737,19.0
54466,5.0
316581,0.0
141746,125.0
139667,196.0
34784,1.0
22009,1470.0
127081,414.0
246140,50.0
111798,18.0
166390,32.0
87746,63.0
316500,12.0
320440,0.0
224651,64.0
181077,4.0
123306,142.0
74760,171.0
121306,7.0
49245,21.0
64131,440.0
175344,62.0
315583,56.0
22455,1153.0
118204,152.0
305963,94.0
14148,33.0
18331,8627.0
97064,10.0
145750,7.0
131876,17.0
219302,6.0
197550,120.0
103250,61.0
38005,7.0
234195,810.0
282737,16.0
130702,353.0
95218,9.0
10110,21.0
57999,5.0
152805,27.0
117995,220.0
67110,104.0
128373,17.0
168850,15.0
135533,16.0
118379,7.0
188738,11.0
51425,8.0
36509,111.0
233340,34.0
323273,64.0
291611,925.0
122755,47.0
150310,4.0
164741,588.0
247994,22.0
307895,191.0
121506,519.0
164851,194.0
112904,386.0
34651,44.0
177882,9.0
43250,8.0
151089,80.0
304723,33.0
55567,64.0
76757,61.0
125719,157.0
91888,68.0
279004,38.0
235695,136.0
290788,20.0
292079,3.0
157070,13.0
33906,175.0
318944,11.0
194679,6.0
278004,319.0
251490,61.0
83655,2.0
323925,20.0
99795,26.0
68755,7.0
40096,2.0
289737,3.0
76503,137.0
135711,66.0
284512,21.0
28047,5.0
281692,4986.0
272458,1897.0
291581,7.0
189421,5.0
51057,22.0
109366,3.0
230083,5.0
79064,0.0
269609,19.0
204772,18.0
39739,7.0
94729,4.0
64163,19.0
326846,1.0
256255,15.0
197559,11.0
303885,4364.0
119590,12.0
17355,3.0
95536,410.0
83506,3.0
62509,325.0
17198,19.0
327727,13.0
159517,21.0
296853,103.0
36305,4.0
225786,23.0
104358,47.0
270593,8.0
210348,48.0
55462,4.0
97148,7.0
249039,149.0
325679,179.0
289222,10.0
82651,67.0
106967,10.0
195640,2847.0
205481,22.0
25081,6.0
287788,17.0
109943,296.0
96265,33.0
264974,33.0
259165,55.0
257867,3.0
38632,51.0
90868,74.0
47248,400.0
137199,8.0
264488,1.0
178101,87.0
203079,2.0
271229,0.0
255800,2145.0
317455,14.0
165685,129.0
323953,108.0
321217,12.0
12256,11.0
279072,34.0
198319,61.0
185447,5.0
26989,4.0
224293,15.0
68296,8.0
284999,9.0
250841,1408.0
20272,5.0
282275,18.0
322460,58.0
296726,2875.0
89172,87.0
28770,78.0
161730,16.0
213194,5.0
45725,2233.0
51041,63.0
285383,9.0
319798,51.0
311096,14.0
39559,286.0
183219,4.0
147258,366.0
276758,3588.0
275023,19.0
170783,21.0
176440,379.0
82638,0.0
152337,32.0
287749,636.0
284169,647.0
326795,2060.0
24860,6.0
6964,21.0
178546,73.0
28934,27.0
118650,10.0
78116,11.0
259579,23121.0
116993,16.0
209772,1.0
95525,367.0
322259,21.0
101700,19.0
39810,30.0
76725,21.0
83530,5.0
150897,35.0
32555,18.0
194639,32.0
216722,5.0
226647,0.0
197031,26.0
172738,1.0
193116,2.0
20592,13.0
139057,10.0
60317,8.0
161112,174.0
147187,16.0
202002,4.0
24011,116.0
69732,6.0
201137,131.0
39111,196.0
327739,84.0
124472,23.0
58047,28.0
234813,6.0
98540,61.0
307092,291.0
119899,209.0
48761,2.0
8892,11.0
41120,41.0
267900,11.0
63693,79.0
92757,3.0
261248,625.0
96978,3.0
220903,16.0
232645,2.0
315257,82.0
197350,689.0
327312,7.0
125808,10.0
180853,180.0
104741,446.0
159895,2.0
174726,39.0
317217,163.0
2985,27.0
51026,48.0
275584,0.0
196997,175.0
306791,15.0
3365,2.0
150450,8.0
127480,744.0
158382,1.0
107761,117.0
31630,1.0
184021,51.0
51954,28.0
139550,1.0
201520,4.0
24420,66.0
191715,1.0
157096,16.0
113097,8.0
160633,63.0
228974,12.0
35173,243.0
277387,41.0
292248,290.0
159458,20.0
230619,1182.0
261272,230.0
96309,19.0
302010,3.0
257473,29.0
234418,67.0
322265,1.0
174095,5.0
148789,3.0
155691,10.0
26713,112.0
35800,4.0
228640,105.0
37233,2969.0
325341,0.0
55541,286.0
235600,1.0
248451,62.0
247363,82.0
149087,4.0
323065,101.0
130019,48.0
84967,86.0
116921,131.0
309503,339.0
297196,68.0
300551,5.0
279426,1.0
267254,28.0
276508,8.0
72444,46.0
61162,5.0
147709,12.0
202218,224.0
265261,12.0
329394,19.0
158908,21.0
90053,53.0
141626,18.0
17620,6.0
210540,264.0
